Id,InvoiceNo,InvoiceDate,TenancyId,CancelledBy,CreatedBy,Status,DueDate,ApartmentNo,BuildingNo,IDNumber,ArrearAmount
39,INV39,2020-09-01 00:00:00.0,65,,,Posted,2020-09-05 00:00:00.0,,,,12915
204,INV204,2020-09-01 00:00:00.0,15,,,Posted,2020-09-05 00:00:00.0,,,,8000
89,INV89,2020-09-01 00:00:00.0,115,,,Posted,2020-09-05 00:00:00.0,,,,26940
81,INV81,2020-09-01 00:00:00.0,107,,,Posted,2020-09-05 00:00:00.0,,,,4500
8848,INVI221,2022-11-01 00:00:00.0,632,,,Posted,2022-11-05 00:00:00.0,,,,13050
569,N569,2020-10-01 00:00:00.0,186,,,Posted,2020-10-07 00:00:00.0,,,,
551,N551,2020-10-15 00:00:00.0,177,,,Cancelled,2020-10-15 00:00:00.0,,,,
586,N586,2020-09-01 00:00:00.0,37,,,Posted,2020-09-10 00:00:00.0,,,,
576,N576,2020-10-01 00:00:00.0,190,,,Posted,2020-10-07 00:00:00.0,,,,
598,N598,2020-10-01 00:00:00.0,46,,,Posted,2020-10-01 00:00:00.0,,,,
599,N599,2020-09-01 00:00:00.0,46,,,Posted,2020-09-01 00:00:00.0,,,,
610,N610,2020-10-01 00:00:00.0,55,,,Posted,2020-10-01 00:00:00.0,,,,
618,N618,2020-09-01 00:00:00.0,57,,,Posted,2020-09-01 00:00:00.0,,,,
619,N619,2020-10-01 00:00:00.0,58,,,Posted,2020-10-01 00:00:00.0,,,,
627,N627,2020-10-01 00:00:00.0,62,,,Posted,2020-10-01 00:00:00.0,,,,
628,N628,2020-09-01 00:00:00.0,62,,,Posted,2020-09-01 00:00:00.0,,,,
637,N637,2020-09-01 00:00:00.0,67,,,Cancelled,2020-10-24 00:00:00.0,,,,
638,N638,2020-10-24 00:00:00.0,67,,,Posted,2020-10-24 00:00:00.0,,,,
194,INV194,2020-09-01 00:00:00.0,6,,,Posted,2020-09-05 00:00:00.0,,,,0
648,N648,2020-10-26 00:00:00.0,75,,,Posted,2020-10-26 00:00:00.0,,,,
667,N667,2020-10-26 00:00:00.0,85,,,Posted,2020-10-26 00:00:00.0,,,,
671,N671,2020-10-26 00:00:00.0,87,,,Posted,2020-10-26 00:00:00.0,,,,
765,N765,2020-10-26 00:00:00.0,151,,,Posted,2020-10-26 00:00:00.0,,,,
672,N672,2020-10-26 00:00:00.0,87,,,Posted,2020-10-26 00:00:00.0,,,,
1296,N1296,2020-12-11 00:00:00.0,214,,,Posted,2020-12-11 00:00:00.0,,,,
40,N40,2020-09-01 00:00:00.0,66,,,Posted,2020-09-05 00:00:00.0,,,,13616
41,N41,2020-09-01 00:00:00.0,67,,,Posted,2020-09-05 00:00:00.0,,,,258
552,N552,2020-10-15 00:00:00.0,178,,,Posted,2020-10-15 00:00:00.0,,,,
563,N563,2020-09-01 00:00:00.0,183,,,Posted,2020-09-07 00:00:00.0,,,,
570,N570,2020-10-01 00:00:00.0,187,,,Posted,2020-10-07 00:00:00.0,,,,
577,N577,2020-10-01 00:00:00.0,191,,,Posted,2020-10-07 00:00:00.0,,,,
796,N796,2020-10-27 00:00:00.0,9,,,Posted,2020-10-27 00:00:00.0,,,,
587,N587,2020-09-01 00:00:00.0,39,,,Posted,2020-09-07 00:00:00.0,,,,
681,N681,2020-10-26 00:00:00.0,93,,,Posted,2020-10-26 00:00:00.0,,,,
588,N588,2020-10-01 00:00:00.0,39,,,Posted,2020-10-01 00:00:00.0,,,,
680,N680,2020-10-26 00:00:00.0,93,,,Cancelled,2020-10-26 00:00:00.0,,,,
600,N600,2020-09-01 00:00:00.0,47,,,Posted,2020-09-01 00:00:00.0,,,,
601,N601,2020-10-01 00:00:00.0,47,,,Posted,2020-10-01 00:00:00.0,,,,
768,N768,2020-10-26 00:00:00.0,152,,,Posted,2020-10-26 00:00:00.0,,,,
688,N688,2020-10-26 00:00:00.0,96,,,Posted,2020-10-26 00:00:00.0,,,,
612,N612,2020-09-01 00:00:00.0,55,,,Posted,2020-09-01 00:00:00.0,,,,
689,N689,2020-10-26 00:00:00.0,96,,,Posted,2020-10-26 00:00:00.0,,,,
613,N613,2020-10-01 00:00:00.0,192,,,Cancelled,2020-10-01 00:00:00.0,,,,
620,N620,2020-09-01 00:00:00.0,58,,,Posted,2020-09-01 00:00:00.0,,,,
629,N629,2020-10-01 00:00:00.0,63,,,Posted,2020-10-01 00:00:00.0,,,,
699,N699,2020-10-26 00:00:00.0,101,,,Posted,2020-10-26 00:00:00.0,,,,
630,N630,2020-09-01 00:00:00.0,63,,,Posted,2020-09-01 00:00:00.0,,,,
771,N771,2020-10-26 00:00:00.0,155,,,Posted,2020-10-26 00:00:00.0,,,,
639,N639,2020-10-24 00:00:00.0,68,,,Cancelled,2020-10-24 00:00:00.0,,,,
700,N700,2020-10-26 00:00:00.0,102,,,Posted,2020-10-26 00:00:00.0,,,,
649,N649,2020-10-26 00:00:00.0,75,,,Posted,2020-10-26 00:00:00.0,,,,
650,N650,2020-10-26 00:00:00.0,76,,,Posted,2020-10-26 00:00:00.0,,,,
659,N659,2020-10-26 00:00:00.0,81,,,Posted,2020-10-26 00:00:00.0,,,,
660,N660,2020-10-26 00:00:00.0,81,,,Posted,2020-10-26 00:00:00.0,,,,
701,N701,2020-10-26 00:00:00.0,102,,,Posted,2020-10-26 00:00:00.0,,,,
814,N814,2020-10-27 00:00:00.0,196,,,Posted,2020-10-27 00:00:00.0,,,,
772,N772,2020-10-26 00:00:00.0,155,,,Posted,2020-10-26 00:00:00.0,,,,
709,N709,2020-10-26 00:00:00.0,108,,,Posted,2020-10-26 00:00:00.0,,,,
718,N718,2020-10-26 00:00:00.0,123,,,Posted,2020-10-26 00:00:00.0,,,,
798,N798,2020-10-27 00:00:00.0,12,,,Posted,2020-10-27 00:00:00.0,,,,
726,N726,2020-10-26 00:00:00.0,129,,,Posted,2020-10-26 00:00:00.0,,,,
727,N727,2020-10-26 00:00:00.0,129,,,Posted,2020-10-26 00:00:00.0,,,,
734,N734,2020-10-26 00:00:00.0,133,,,Posted,2020-10-26 00:00:00.0,,,,
775,N775,2020-10-26 00:00:00.0,156,,,Posted,2020-10-26 00:00:00.0,,,,
735,N735,2020-10-26 00:00:00.0,133,,,Posted,2020-10-26 00:00:00.0,,,,
744,N744,2020-10-26 00:00:00.0,139,,,Posted,2020-10-26 00:00:00.0,,,,
749,N749,2020-10-26 00:00:00.0,142,,,Posted,2020-10-26 00:00:00.0,,,,
750,N750,2020-10-26 00:00:00.0,142,,,Posted,2020-10-26 00:00:00.0,,,,
757,N757,2020-10-26 00:00:00.0,147,,,Posted,2020-10-26 00:00:00.0,,,,
800,N800,2020-10-27 00:00:00.0,17,,,Posted,2020-10-27 00:00:00.0,,,,
758,N758,2020-10-26 00:00:00.0,147,,,Posted,2020-10-26 00:00:00.0,,,,
780,N780,2020-10-26 00:00:00.0,159,,,Posted,2020-10-26 00:00:00.0,,,,
763,N763,2020-10-26 00:00:00.0,150,,,Posted,2020-10-26 00:00:00.0,,,,
764,N764,2020-10-26 00:00:00.0,150,,,Posted,2020-10-26 00:00:00.0,,,,
781,N781,2020-10-26 00:00:00.0,159,,,Posted,2020-10-26 00:00:00.0,,,,
802,N802,2020-10-27 00:00:00.0,16,,,Posted,2020-10-27 00:00:00.0,,,,
783,N783,2020-10-26 00:00:00.0,160,,,Posted,2020-10-26 00:00:00.0,,,,
786,N786,2020-10-26 00:00:00.0,163,,,Posted,2020-10-26 00:00:00.0,,,,
816,N816,2020-10-27 00:00:00.0,198,,,Posted,2020-10-27 00:00:00.0,,,,
787,N787,2020-10-26 00:00:00.0,163,,,Posted,2020-10-26 00:00:00.0,,,,
804,N804,2020-10-27 00:00:00.0,167,,,Posted,2020-10-27 00:00:00.0,,,,
788,N788,2020-10-26 00:00:00.0,164,,,Posted,2020-10-26 00:00:00.0,,,,
791,N791,2020-10-26 00:00:00.0,165,,,Posted,2020-10-26 00:00:00.0,,,,
793,N793,2020-10-27 00:00:00.0,176,,,Posted,2020-10-27 00:00:00.0,,,,
834,N834,2020-10-31 00:00:00.0,143,,,Posted,2020-10-31 00:00:00.0,,,,
807,N807,2020-10-27 00:00:00.0,21,,,Posted,2020-10-27 00:00:00.0,,,,
808,N808,2020-10-27 00:00:00.0,23,,,Posted,2020-10-27 00:00:00.0,,,,
810,N810,2020-10-27 00:00:00.0,27,,,Posted,2020-10-27 00:00:00.0,,,,
819,N819,2020-10-31 00:00:00.0,126,,,Posted,2020-10-31 00:00:00.0,,,,
812,N812,2020-10-27 00:00:00.0,29,,,Cancelled,2020-10-27 00:00:00.0,,,,
820,N820,2020-10-31 00:00:00.0,127,,,Posted,2020-10-31 00:00:00.0,,,,
825,N825,2020-10-31 00:00:00.0,132,,,Posted,2020-10-31 00:00:00.0,,,,
826,N826,2020-10-31 00:00:00.0,133,,,Posted,2020-10-31 00:00:00.0,,,,
827,N827,2020-10-31 00:00:00.0,134,,,Posted,2020-10-31 00:00:00.0,,,,
828,N828,2020-10-31 00:00:00.0,136,,,Posted,2020-10-31 00:00:00.0,,,,
835,N835,2020-10-31 00:00:00.0,144,,,Posted,2020-10-31 00:00:00.0,,,,
836,N836,2020-10-31 00:00:00.0,145,,,Posted,2020-10-31 00:00:00.0,,,,
837,N837,2020-10-31 00:00:00.0,82,,,Posted,2020-10-31 00:00:00.0,,,,
844,N844,2020-10-31 00:00:00.0,90,,,Posted,2020-10-31 00:00:00.0,,,,
845,N845,2020-10-31 00:00:00.0,92,,,Posted,2020-10-31 00:00:00.0,,,,
846,N846,2020-10-31 00:00:00.0,93,,,Posted,2020-10-31 00:00:00.0,,,,
847,N847,2020-10-31 00:00:00.0,94,,,Posted,2020-10-31 00:00:00.0,,,,
850,N850,2020-10-31 00:00:00.0,97,,,Posted,2020-10-31 00:00:00.0,,,,
848,N848,2020-10-31 00:00:00.0,95,,,Posted,2020-10-31 00:00:00.0,,,,
851,N851,2020-10-31 00:00:00.0,98,,,Posted,2020-10-31 00:00:00.0,,,,
852,N852,2020-10-31 00:00:00.0,99,,,Posted,2020-10-31 00:00:00.0,,,,
858,N858,2020-10-31 00:00:00.0,106,,,Posted,2020-10-31 00:00:00.0,,,,
862,N862,2020-10-31 00:00:00.0,150,,,Posted,2020-10-31 00:00:00.0,,,,
863,N863,2020-10-31 00:00:00.0,151,,,Posted,2020-10-31 00:00:00.0,,,,
864,N864,2020-10-31 00:00:00.0,152,,,Posted,2020-10-31 00:00:00.0,,,,
865,N865,2020-10-31 00:00:00.0,154,,,Posted,2020-10-31 00:00:00.0,,,,
859,N859,2020-10-31 00:00:00.0,147,,,Posted,2020-10-31 00:00:00.0,,,,
623,N623,2020-10-01 00:00:00.0,59,,,Cancelled,2020-10-01 00:00:00.0,,,,
737,N737,2020-10-26 00:00:00.0,134,,,Posted,2020-10-26 00:00:00.0,,,,
631,N631,2020-10-01 00:00:00.0,64,,,Posted,2020-10-01 00:00:00.0,,,,
